ITEM: TIMESTEP
281
ITEM: NUMBER OF ATOMS
10000
ITEM: BOX BOUNDS pp pp pp
-5.7205700000000000e+01 5.7205700000000000e+01
-5.7205700000000000e+01 5.7205700000000000e+01
-1.1441100000000000e+01 1.1441100000000000e+01
ITEM: ATOMS x y
-57.1629 57.1689
-55.9748 -57.1299
-54.851 57.1641
-53.7119 57.2063
-52.5499 -57.1642
-51.4359 57.1561
-50.3021 -57.1522
-49.0926 57.1863
-47.9889 -57.1504
-46.8548 57.1398
-45.7639 57.1944
-44.5626 57.176
-43.4022 -57.1695
-42.2563 57.1413
-41.1153 -57.1663
-39.9593 57.1694
-38.8706 -57.1794
-37.7009 -57.1645
-36.5918 -57.1297
-35.3668 57.1944
-34.203 -57.1623
-33.1363 -57.1969
-32.0002 -57.1427
-30.8999 57.1373
-29.695 -57.1221
-28.5513 57.0861
-27.3975 -57.2032
-26.3159 -57.1633
-25.0455 57.1871
-23.8963 57.1821
-22.7794 -57.1883
-21.7172 57.1504
-20.4677 57.1612
-19.3945 57.1751
-18.1915 57.1175
-17.1029 -57.1321
-15.9548 57.1864
-14.8227 -57.1826
-13.6898 57.2021
-12.4859 57.1745
-11.3958 57.1559
-10.269 -57.1345
-9.17239 -57.199
-7.97276 -57.1408
-6.8056 -57.1913
-5.60352 -57.139
-4.46374 -57.1691
-3.39429 57.1821
-2.21266 57.1922
-1.05855 -57.1714
0.0378124 -57.1149
1.20412 57.1155
2.35724 -57.1551
3.4781 -57.1184
4.57333 -57.1448
5.79709 -57.1532
7.00379 57.1742
8.0894 -57.1359
9.15805 -57.1304
10.4084 -57.1814
11.5386 57.1582
12.6147 57.2023
13.7451 -57.1807
14.9096 57.1104
16.0635 57.1711
17.2176 -57.1838
18.3241 -57.1525
19.4372 57.1802
20.5651 57.151
21.7423 -57.1231
22.928 -57.1328
24.1892 -57.1971
25.2982 -57.1059
26.372 57.1117
27.5649 -57.1367
28.7181 -57.1499
29.7858 -57.1532
30.9243 57.149
