ITEM: TIMESTEP
2
ITEM: NUMBER OF ATOMS
10000
ITEM: BOX BOUNDS pp pp pp
-5.7205700000000000e+01 5.7205700000000000e+01
-5.7205700000000000e+01 5.7205700000000000e+01
-1.1441100000000000e+01 1.1441100000000000e+01
ITEM: ATOMS x y
57.2057 57.2057
-56.0616 57.2057
-54.9175 57.2057
-53.7733 57.2057
-52.6292 57.2057
-51.4852 57.2057
-50.341 57.2057
-49.1969 57.2057
-48.0528 57.2057
-46.9087 57.2057
-45.7646 57.2057
-44.6204 57.2057
-43.4764 57.2057
-42.3322 57.2057
-41.1881 57.2057
-40.044 57.2057
-38.8999 57.2057
-37.7558 57.2057
-36.6116 57.2057
-35.4675 57.2057
-34.3234 57.2057
-33.1793 57.2057
-32.0352 57.2057
-30.8911 57.2057
-29.747 57.2057
-28.6029 57.2057
-27.4588 57.2057
-26.3146 57.2057
-25.1705 57.2057
-24.0264 57.2057
-22.8823 57.2057
-21.7381 57.2057
-20.594 57.2057
-19.4499 57.2057
-18.3058 57.2057
-17.1617 57.2057
-16.0176 57.2057
-14.8735 57.2057
-13.7294 57.2057
-12.5852 57.2057
-11.4411 57.2057
-10.297 57.2057
-9.15293 57.2057
-8.00878 57.2057
-6.86467 57.2057
-5.72056 57.2057
-4.57645 57.2057
-3.43233 57.2057
-2.28821 57.2057
-1.14409 57.2057
-6.98253e-06 57.2057
1.14414 57.2057
2.28821 57.2057
3.43236 57.2057
4.57645 57.2057
5.72059 57.2057
6.8647 57.2057
8.00879 57.2057
9.15294 57.2057
10.2971 57.2057
11.4412 57.2057
12.5853 57.2057
13.7294 57.2057
14.8735 57.2057
16.0176 57.2057
17.1617 57.2057
18.3058 57.2057
19.4499 57.2057
20.594 57.2057
21.7382 57.2057
22.8823 57.2057
24.0264 57.2057
25.1705 57.2057
26.3146 57.2057
27.4588 57.2057
28.6029 57.2057
29.747 57.2057
30.8911 57.2057
32.0352 57.2057
33.1793 57.2057
34.3234 57.2057
35.4675 57.2057
36.6117 57.2057
37.7558 57.2057
38.8999 57.2057
40.044 57.2057
41.1881 57.2057
42.3322 57.2057
43.4763 57.2057
44.6204 57.2057
45.7646 57.2057
46.9087 57.2057
48.0528 57.2057
49.1969 57.2057
50.341 57.2057
51.4852 57.2057
52.6293 57.2057
53.7734 57.2057
54.9175 57.2057
56.0616 57.2057
57.2057 -56.0616
-56.0616 -56.0616
-54.9175 -56.0616
-53.7734 -56.0616
-52.6292 -56.0616
-51.4851 -56.0616
-50.341 -56.0616
-49.1969 -56.0616
-48.0528 -56.0616
-46.9087 -56.0616
-45.7646 -56.0616
-44.6204 -56.0616
-43.4764 -56.0616
-42.3322 -56.0616
-41.1881 -56.0616
-40.044 -56.0616
-38.8999 -56.0616
-37.7558 -56.0616
-36.6117 -56.0616
-35.4675 -56.0616
-34.3234 -56.0616
-33.1793 -56.0616
-32.0352 -56.0616
-30.8911 -56.0616
-29.747 -56.0616
-28.6028 -56.0616
-27.4587 -56.0616
-26.3146 -56.0616
-25.1705 -56.0616
-24.0264 -56.0616
-22.8823 -56.0616
-21.7382 -56.0616
-20.5941 -56.0616
-19.4499 -56.0616
-18.3058 -56.0616
-17.1617 -56.0616
-16.0176 -56.0616
-14.8735 -56.0616
-13.7293 -56.0616
-12.5852 -56.0616
-11.4411 -56.0616
-10.297 -56.0616
-9.15291 -56.0616
-8.00877 -56.0616
-6.86469 -56.0616
-5.72054 -56.0616
-4.57646 -56.0616
-3.43234 -56.0616
-2.28822 -56.0616
-1.14412 -56.0616
-2.1202e-05 -56.0616
1.14411 -56.0616
2.28823 -56.0616
3.43233 -56.0616
4.57644 -56.0616
5.72059 -56.0616
6.86471 -56.0616
8.00881 -56.0616
