ITEM: TIMESTEP
6300
ITEM: NUMBER OF ATOMS
10000
ITEM: BOX BOUNDS pp pp pp
-5.7205700000000000e+01 5.7205700000000000e+01
-5.7205700000000000e+01 5.7205700000000000e+01
-1.1441100000000000e+01 1.1441100000000000e+01
ITEM: ATOMS x y
-53.0158 56.2168
-52.8825 54.1093
-52.0033 -56.3948
-50.9136 -56.8436
-49.9388 -56.2657
-49.7307 -55.1709
-47.2395 57.2194
-46.4811 56.3521
-45.5696 57.0217
-43.7917 -55.5332
-42.5263 -57.0702
-41.4333 -55.3504
-40.5397 -56.125
-39.2333 -55.9276
-38.2168 -56.0061
-35.0145 -55.222
-33.9567 -55.4074
-34.2666 57.1385
-33.3984 56.3928
-30.8838 -56.4666
-31.5152 57.1594
-30.8986 55.7748
-30.3533 56.8485
-29.1075 56.991
-28.1775 -56.7665
-28.6033 56.1138
-25.8002 56.0278
-23.5272 55.4586
-21.7166 -55.6411
-20.994 -54.9155
-20.5857 -55.8345
-20.2552 56.5319
-17.8407 -56.8685
-15.4507 56.4712
-16.2267 -56.1758
-14.4681 -54.7933
-11.8687 56.1721
-12.076 57.1801
-10.6421 -56.744
-9.46538 -55.1698
-9.69011 56.3366
-8.39224 55.9201
-7.20146 -54.6582
-6.32289 -55.4362
-3.91855 -55.4882
-2.91641 -56.0531
-1.62452 55.8113
2.63746 -57.0987
-1.08664 56.6725
2.34145 -55.5676
2.0921 -54.3325
3.50821 -56.6209
4.36902 -55.5727
7.59786 -56.081
4.36951 55.711
9.24121 56.6342
10.3979 56.5776
11.3636 56.9568
11.3667 -56.4037
12.362 -55.0799
14.5387 -55.7152
14.5635 -54.3914
17.3155 56.3203
17.4377 -57.1049
19.9959 -56.2506
19.7776 56.802
21.4891 55.7002
22.5284 56.3126
22.334 -55.2865
25.9633 -56.2659
24.1418 -56.9514
24.49 56.3887
26.4676 56.0838
29.3031 -56.1006
29.1957 56.7812
30.1391 56.2249
30.067 -57.0075
31.1238 56.4205
33.1723 -56.8008
35.5747 56.3703
35.3465 -56.439
39.0729 56.7985
38.9105 -56.2608
40.9428 56.8817
41.9397 56.7217
42.6593 -56.4319
43.0164 -55.4484
45.28 -56.7575
45.3172 -55.6128
45.7511 56.673
47.2634 -56.7465
48.3193 -57.0099
49.3086 57.0129
52.1812 56.2501
53.2381 -57.2434
54.416 55.4934
55.4044 55.785
56.1479 56.751
-55.8039 -56.8757
57.1935 56.2364
-54.6899 -56.8325
-53.3455 -57.0371
-53.0625 -56.0765
-52.2209 -55.3043
-51.0595 -55.8282
-50.4637 -54.4904
-48.7487 -56.285
-45.5273 -55.4258
-46.4869 -54.9802
-44.5908 -54.7363
-41.9866 -54.5014
-40.0758 -55.1948
-38.5403 -54.65
-37.1168 -55.6731
-36.1228 -55.3867
-35.6853 -54.4307
-34.4319 -54.099
-33.6004 -56.5129
-31.8812 -56.1949
-31.8888 -55.1832
-30.4301 -55.1125
-29.8429 -56.6904
-28.5764 -54.9912
-29.4614 -55.6777
-27.0282 -56.6913
-27.5536 56.5226
-24.711 55.4933
-24.241 -56.6117
-24.5741 -55.5007
-23.4291 -55.6345
-19.9479 -56.7051
-20.939 -56.8435
-17.329 56.6764
-16.4536 -57.1612
-17.0943 -55.0191
-13.0769 57.1046
-11.8409 -56.1651
-12.8209 -55.9364
-9.68792 -56.3556
-11.2154 -54.1479
-8.8335 -57.152
-7.84965 -56.9911
-7.73844 -53.1594
-5.91347 -54.2392
-5.14514 -55.1397
-2.03331 -55.2446
-2.29482 57.0185
1.32088 -55.4491
0.320794 -55.6824
0.542476 -54.1469
3.21958 -55.0651
4.5012 -56.6595
5.7901 -57.0318
7.76461 -55.0849
8.61359 -55.9956
6.89384 -57.1529
10.4348 -56.7809
11.3498 -55.3558
12.1744 -53.9021
13.2607 -54.1027
13.7101 -55.0093
15.503 -56.1093
16.3626 -56.844
20.8124 -56.9693
20.7417 56.4191
20.1581 -54.3154
22.2249 -56.7977
23.7097 -55.0916
24.5579 -55.9395
26.9873 -55.5228
25.5369 56.6867
26.4896 57.2175
29.1359 -54.0919
