ITEM: TIMESTEP
10000
ITEM: NUMBER OF ATOMS
10000
ITEM: BOX BOUNDS pp pp pp
-5.7205700000000000e+01 5.7205700000000000e+01
-5.7205700000000000e+01 5.7205700000000000e+01
-1.1441100000000000e+01 1.1441100000000000e+01
ITEM: ATOMS x y
-52.6765 56.0171
-52.6602 54.399
-53.0055 -55.096
-51.8916 -56.08
-50.4032 -55.0195
-50.1815 -52.9643
-47.5337 54.8145
-47.4881 55.8255
-42.744 56.4506
-43.4046 -55.2917
-40.0607 55.8443
-42.4489 -54.7017
-41.6085 -55.259
-38.1283 -55.6016
-38.2592 -54.5089
-34.2912 -54.8406
-33.1988 -54.5813
-32.6012 -56.266
-31.5619 -57.0575
-29.1914 56.7823
-30.5453 -56.9008
-31.5351 -55.8522
-30.3618 56.5099
-28.1499 56.6554
-27.5997 -56.7646
-26.2257 54.2384
-24.4632 55.6976
-23.8991 53.8075
-21.0677 56.6365
-21.057 -54.1241
-20.8632 -55.3885
-17.8088 55.4663
-19.1149 -56.9457
-14.4174 56.9243
-15.2637 -54.0988
-12.3417 -56.3336
-11.7459 56.1645
-9.25237 -56.7515
-10.3669 -56.5014
-7.40186 -53.809
-10.526 55.6057
-7.78054 57.1198
-6.18653 -54.062
-5.21481 -54.6287
-2.1923 -52.8965
-2.77228 -54.8119
-0.966178 56.6791
3.47864 56.6452
1.64155 55.316
2.48266 56.6715
3.30894 -56.7691
4.13327 55.8519
6.41385 -55.3056
8.46104 -55.2521
4.83542 55.0714
12.4603 -56.4278
12.3088 56.0354
14.4259 56.8949
13.981 -56.2312
15.807 -55.0092
17.7553 -56.9661
16.2204 -53.8146
18.2138 56.5637
19.2983 56.8033
21.3979 56.6285
21.8911 54.9552
23.5399 52.1252
24.3072 54.4914
24.4617 56.9819
25.4143 55.1104
26.2947 55.5861
27.2872 55.0407
29.4973 52.3034
30.1153 -56.4132
30.3556 56.0168
31.3158 -56.4365
31.8626 -55.5852
32.9358 -56.6122
34.0054 -57.0178
36.8731 56.2797
35.6569 -56.3109
40.3678 57.1191
39.9328 -56.2957
41.9479 55.1067
42.7971 55.8813
44.4769 56.9793
44.9486 -55.232
48.342 -56.6331
46.1774 55.8871
47.9646 56.7756
48.8847 56.353
50.1179 55.2498
51.1645 55.3512
53.251 55.7211
54.6195 57.0017
54.0164 54.5365
55.985 55.2416
55.3867 56.1012
-54.6076 54.7971
56.514 56.1774
-55.0179 56.2486
-54.1257 -56.9457
-53.2928 -56.1735
-52.2009 -54.352
-51.4049 -54.9889
-52.3041 -53.321
-48.3481 -56.2472
-46.3662 56.2658
-46.8747 -53.8397
-44.9506 -57.0893
-42.7622 -53.6982
-39.381 -55.8633
-37.3135 -53.777
-36.3661 -54.1516
-35.4589 -54.5988
-33.9937 -53.8118
-32.9165 -53.3344
-32.4121 -55.2613
-30.3239 -55.681
-31.6731 -53.0148
-29.7038 -54.5187
-29.629 -56.4662
-27.9948 -55.5523
-28.8165 -54.9743
-27.1923 56.3731
-27.7802 55.2987
-24.5798 54.6884
-23.402 -57.1939
-22.6223 -56.4352
-21.2647 -56.6172
-17.7852 -55.561
-21.9487 -55.6487
-18.0049 -56.9427
-15.733 -55.6506
-14.3629 -53.6458
-13.6717 56.0707
-10.4552 -54.933
-11.1073 -55.8325
-7.7712 -56.2099
-10.0073 -54.0185
-4.98029 57.0517
-6.6505 -56.9513
-7.05965 -51.7244
-5.19174 -53.462
-3.319 -53.6631
-0.90899 -56.1661
-1.82791 -57.0613
1.89514 -56.9255
0.749633 -54.5815
2.19768 -55.8872
4.47035 -56.9117
6.52591 -56.4597
6.35345 55.6994
8.64807 -56.3538
10.2846 -56.2932
9.34211 56.7432
13.039 57.141
15.2722 -54.1456
