ITEM: TIMESTEP
200
ITEM: NUMBER OF ATOMS
10000
ITEM: BOX BOUNDS pp pp pp
-5.7205700000000000e+01 5.7205700000000000e+01
-5.7205700000000000e+01 5.7205700000000000e+01
-1.1441100000000000e+01 1.1441100000000000e+01
ITEM: ATOMS x y
-57.1836 57.1877
-56.0154 -57.167
-54.8799 57.1954
-53.7462 57.1957
-52.5921 -57.1761
-51.4532 57.1676
-50.3305 -57.1742
-49.1357 57.1946
-48.0211 -57.1789
-46.8704 57.1736
-45.7748 -57.2052
-44.5779 57.2019
-43.4381 -57.1741
-42.3005 57.164
-41.1504 -57.1879
-40.0076 57.1926
-38.8866 -57.2004
-37.7266 57.2082
-36.6009 -57.1712
-35.4041 57.1925
-34.2594 -57.182
-33.1581 -57.1958
-31.9995 -57.1785
-30.894 57.1593
-29.7222 -57.1634
-28.5606 57.1405
-27.4239 -57.1952
-26.3107 -57.1853
-25.1086 57.1954
-23.9604 57.1976
-22.8364 -57.1953
-21.7175 57.1814
-20.5241 57.1905
-19.4296 57.1857
-18.2553 57.1558
-17.1455 -57.1625
-15.9854 57.1997
-14.8406 57.2012
-13.7094 57.1979
-12.5398 57.1858
-11.4189 57.1785
-10.2873 -57.1764
-9.15723 57.2048
-7.99543 -57.1632
-6.80992 -57.2011
-5.66599 -57.1613
-4.52365 -57.1924
-3.40495 -57.2061
-2.24754 57.1927
-1.1039 -57.1862
0.0399341 -57.1619
1.17181 57.1542
2.32982 -57.1403
3.46822 -57.1644
4.57613 -57.1809
5.76888 -57.1879
6.94311 57.1899
8.06557 -57.1787
9.16075 -57.1665
10.3628 -57.1819
11.4911 57.1561
12.6038 -57.1958
13.7344 -57.1902
14.8917 57.1343
16.047 57.1929
17.1905 -57.1903
18.3204 -57.178
19.4441 57.1991
20.5717 57.1741
21.7539 -57.1673
22.9057 -57.1685
24.1118 -57.1991
25.2473 -57.1506
26.3458 57.1482
27.5122 -57.1687
28.6627 -57.1687
29.7628 -57.1816
30.9235 57.1686
32.0855 57.1981
33.1968 -57.2013
34.3818 -57.1636
35.5065 57.1713
36.6365 -57.1958
37.7702 -57.1753
38.9235 57.1861
40.0987 57.1988
41.2409 57.1898
42.3843 57.166
43.5291 -57.1726
44.6182 -57.1747
45.8007 57.1734
46.9355 57.171
48.1175 57.1841
49.2646 57.1986
50.4009 -57.1772
51.5218 57.1633
52.6468 57.1639
53.8401 57.1998
54.959 57.2001
56.1144 -57.1895
-57.1923 -56.0015
-56.0315 -56.0806
-54.8802 -56.037
-53.7105 -56.07
-52.5564 -56.0531
-51.4889 -56.0784
-50.2824 -56.0688
-49.146 -56.0831
-47.989 -56.0916
-46.8715 -56.0267
-45.7533 -56.0827
-44.5513 -56.0718
-43.4453 -56.1396
-42.3106 -56.0311
-41.1423 -56.0497
-39.9977 -56.0941
-38.8581 -56.0862
-37.7162 -56.0824
-36.558 -56.038
-35.4633 -56.0598
-34.2787 -56.0305
-33.1323 -56.0532
-32.0588 -56.0686
-30.8654 -55.9948
-29.7287 -56.0819
-28.5822 -56.0875
-27.4491 -56.0756
-26.3147 -56.0881
-25.1588 -56.0229
-23.9622 -56.081
-22.8488 -56.0704
-21.7211 -56.0749
-20.5499 -56.1048
-19.4327 -56.076
-18.262 -56.0232
-17.1155 -56.0782
-16.0229 -56.0454
-14.8105 -56.0339
-13.6884 -56.0062
-12.5572 -55.9927
-11.3716 -56.0569
-10.2608 -56.0656
-9.11254 -56.0729
-7.97803 -56.0656
-6.8353 -56.0386
-5.65203 -56.0834
-4.52821 -56.0751
-3.41884 -56.0465
-2.25885 -56.0632
-1.08561 -56.0821
0.0230215 -56.0823
1.21958 -56.0115
2.31857 -56.1161
3.44763 -56.0554
4.62502 -56.0461
5.72 -56.0228
6.86548 -56.0414
8.02906 -56.0545
9.17757 -56.0631
10.3577 -56.0905
11.4983 -56.0523
12.6252 -56.0477
13.7848 -56.0742
14.9039 -56.041
16.0732 -56.0419
17.2131 -56.0705
18.3549 -56.0722
19.4842 -56.0589
20.6422 -55.9929
21.7793 -56.08
22.9452 -56.0459
24.074 -56.0508
25.1907 -56.055
26.3019 -56.0227
27.487 -56.0968
28.654 -56.0709
29.8008 -56.0429
30.9603 -56.0648
32.0601 -56.0487
33.2131 -56.0746
34.3846 -56.0859
35.4982 -56.1189
36.6722 -56.0521
37.8168 -56.0815
38.9612 -56.0832
40.0754 -56.063
41.2452 -56.0693
42.3647 -56.0815
43.4862 -56.0743
44.6955 -56.0561
45.8442 -56.081
46.961 -56.0765
48.1146 -56.0229
49.2194 -56.0899
50.3793 -56.0702
51.5234 -56.0698
52.6566 -56.074
53.7882 -56.0761
54.9606 -56.0456
